ID,DJID,QRCode,MusicConfig
63,63,QR63,"{'MusicPlaylist': [{'MusicName': 'Treatment race.', 'Visible': True, 'Votes': 43, 'VotersIDs': ['77', '64', '87', '96'], 'IsUserRecommentaion': False, 'RecommenderID': '4'}, {'MusicName': 'Camera.', 'Visible': False, 'Votes': 31, 'VotersIDs': ['96'], 'IsUserRecommentaion': True, 'RecommenderID': '95'}, {'MusicName': 'Lose.', 'Visible': False, 'Votes': 22, 'VotersIDs': ['28', '65'], 'IsUserRecommentaion': True, 'RecommenderID': ''}], 'EnableUserRecommendation': False}"
64,33,QR64,"{'MusicPlaylist': [{'MusicName': 'Pressure.', 'Visible': False, 'Votes': 41, 'VotersIDs': ['55', '82', '39'], 'IsUserRecommentaion': False, 'RecommenderID': '66'}, {'MusicName': 'Daughter store.', 'Visible': False, 'Votes': 28, 'VotersIDs': ['49', '80', '88', '95'], 'IsUserRecommentaion': True, 'RecommenderID': '42'}, {'MusicName': 'Scientist single.', 'Visible': True, 'Votes': 13, 'VotersIDs': ['64', '12'], 'IsUserRecommentaion': True, 'RecommenderID': ''}], 'EnableUserRecommendation': False}"
65,83,QR65,"{'MusicPlaylist': [{'MusicName': 'Your.', 'Visible': True, 'Votes': 26, 'VotersIDs': ['8', '76', '84'], 'IsUserRecommentaion': False, 'RecommenderID': '13'}, {'MusicName': 'Firm.', 'Visible': False, 'Votes': 16, 'VotersIDs': ['90', '75', '85', '64'], 'IsUserRecommentaion': True, 'RecommenderID': '65'}, {'MusicName': 'Woman.', 'Visible': True, 'Votes': 30, 'VotersIDs': ['69', '48'], 'IsUserRecommentaion': False, 'RecommenderID': '4'}, {'MusicName': 'Remain.', 'Visible': True, 'Votes': 46, 'VotersIDs': ['61', '23', '61', '90'], 'IsUserRecommentaion': False, 'RecommenderID': ''}, {'MusicName': 'Early major.', 'Visible': True, 'Votes': 28, 'VotersIDs': ['85', '31'], 'IsUserRecommentaion': True, 'RecommenderID': '39'}], 'EnableUserRecommendation': True}"
66,6,QR66,"{'MusicPlaylist': [{'MusicName': 'Free after.', 'Visible': True, 'Votes': 10, 'VotersIDs': ['85', '38', '1', '92', '70'], 'IsUserRecommentaion': True, 'RecommenderID': ''}, {'MusicName': 'Executive.', 'Visible': False, 'Votes': 23, 'VotersIDs': [], 'IsUserRecommentaion': False, 'RecommenderID': '45'}, {'MusicName': 'Seat image.', 'Visible': True, 'Votes': 40, 'VotersIDs': ['89', '6'], 'IsUserRecommentaion': False, 'RecommenderID': '65'}, {'MusicName': 'Girl.', 'Visible': True, 'Votes': 25, 'VotersIDs': ['57', '46', '12', '85'], 'IsUserRecommentaion': False, 'RecommenderID': ''}, {'MusicName': 'Admit protect.', 'Visible': False, 'Votes': 44, 'VotersIDs': ['46', '42', '62'], 'IsUserRecommentaion': True, 'RecommenderID': ''}, {'MusicName': 'Remember.', 'Visible': False, 'Votes': 9, 'VotersIDs': [], 'IsUserRecommentaion': True, 'RecommenderID': ''}, {'MusicName': 'Wait allow.', 'Visible': False, 'Votes': 18, 'VotersIDs': ['37', '88', '13', '30', '76'], 'IsUserRecommentaion': True, 'RecommenderID': ''}], 'EnableUserRecommendation': False}"
67,89,QR67,"{'MusicPlaylist': [{'MusicName': 'Offer structure.', 'Visible': True, 'Votes': 49, 'VotersIDs': ['94'], 'IsUserRecommentaion': False, 'RecommenderID': ''}, {'MusicName': 'Much remain.', 'Visible': False, 'Votes': 27, 'VotersIDs': ['69', '40', '29', '58', '8'], 'IsUserRecommentaion': True, 'RecommenderID': ''}, {'MusicName': 'Radio among.', 'Visible': True, 'Votes': 22, 'VotersIDs': ['5', '76', '15'], 'IsUserRecommentaion': False, 'RecommenderID': ''}, {'MusicName': 'Early.', 'Visible': True, 'Votes': 35, 'VotersIDs': [], 'IsUserRecommentaion': True, 'RecommenderID': ''}, {'MusicName': 'Style.', 'Visible': False, 'Votes': 23, 'VotersIDs': ['76', '43', '71', '78', '79'], 'IsUserRecommentaion': True, 'RecommenderID': ''}], 'EnableUserRecommendation': False}"
68,51,QR68,"{'MusicPlaylist': [{'MusicName': 'Case ten.', 'Visible': True, 'Votes': 48, 'VotersIDs': [], 'IsUserRecommentaion': False, 'RecommenderID': ''}, {'MusicName': 'Hit.', 'Visible': False, 'Votes': 21, 'VotersIDs': ['14', '60', '27'], 'IsUserRecommentaion': False, 'RecommenderID': '32'}, {'MusicName': 'Win.', 'Visible': True, 'Votes': 39, 'VotersIDs': ['26'], 'IsUserRecommentaion': True, 'RecommenderID': ''}, {'MusicName': 'Benefit.', 'Visible': False, 'Votes': 27, 'VotersIDs': ['30', '60', '70'], 'IsUserRecommentaion': False, 'RecommenderID': ''}], 'EnableUserRecommendation': False}"
69,88,QR69,"{'MusicPlaylist': [{'MusicName': 'Book low.', 'Visible': True, 'Votes': 26, 'VotersIDs': ['46', '40', '6', '56'], 'IsUserRecommentaion': True, 'RecommenderID': '13'}, {'MusicName': 'After.', 'Visible': True, 'Votes': 9, 'VotersIDs': ['49', '74', '21', '36'], 'IsUserRecommentaion': False, 'RecommenderID': '39'}, {'MusicName': 'Recent later.', 'Visible': True, 'Votes': 35, 'VotersIDs': [], 'IsUserRecommentaion': True, 'RecommenderID': ''}, {'MusicName': 'Natural call.', 'Visible': False, 'Votes': 20, 'VotersIDs': ['46', '80', '27'], 'IsUserRecommentaion': False, 'RecommenderID': ''}, {'MusicName': 'Current.', 'Visible': True, 'Votes': 16, 'VotersIDs': ['28'], 'IsUserRecommentaion': True, 'RecommenderID': '33'}, {'MusicName': 'This attention.', 'Visible': False, 'Votes': 34, 'VotersIDs': [], 'IsUserRecommentaion': False, 'RecommenderID': ''}], 'EnableUserRecommendation': True}"
70,77,QR70,"{'MusicPlaylist': [{'MusicName': 'Establish.', 'Visible': True, 'Votes': 39, 'VotersIDs': ['10', '100', '20'], 'IsUserRecommentaion': True, 'RecommenderID': '34'}, {'MusicName': 'Ago.', 'Visible': True, 'Votes': 29, 'VotersIDs': ['56', '87', '44', '47'], 'IsUserRecommentaion': True, 'RecommenderID': ''}, {'MusicName': 'Somebody director.', 'Visible': False, 'Votes': 8, 'VotersIDs': ['72', '39', '19', '91', '42'], 'IsUserRecommentaion': True, 'RecommenderID': '45'}, {'MusicName': 'During together.', 'Visible': False, 'Votes': 22, 'VotersIDs': ['16', '73'], 'IsUserRecommentaion': False, 'RecommenderID': '29'}, {'MusicName': 'General.', 'Visible': True, 'Votes': 42, 'VotersIDs': [], 'IsUserRecommentaion': False, 'RecommenderID': ''}, {'MusicName': 'According bring.', 'Visible': True, 'Votes': 50, 'VotersIDs': ['97', '8', '88', '33', '3'], 'IsUserRecommentaion': True, 'RecommenderID': ''}, {'MusicName': 'Near stay.', 'Visible': False, 'Votes': 32, 'VotersIDs': [], 'IsUserRecommentaion': False, 'RecommenderID': ''}], 'EnableUserRecommendation': True}"
71,85,QR71,"{'MusicPlaylist': [{'MusicName': 'Decade car.', 'Visible': True, 'Votes': 31, 'VotersIDs': ['31', '26', '26', '53', '57'], 'IsUserRecommentaion': False, 'RecommenderID': '72'}, {'MusicName': 'Power our.', 'Visible': True, 'Votes': 21, 'VotersIDs': ['18', '62', '62', '21', '98'], 'IsUserRecommentaion': False, 'RecommenderID': '85'}, {'MusicName': 'Institution public.', 'Visible': True, 'Votes': 31, 'VotersIDs': ['6', '69', '37', '28'], 'IsUserRecommentaion': True, 'RecommenderID': ''}, {'MusicName': 'Son.', 'Visible': False, 'Votes': 42, 'VotersIDs': ['74', '77'], 'IsUserRecommentaion': True, 'RecommenderID': ''}, {'MusicName': 'Sister more.', 'Visible': True, 'Votes': 8, 'VotersIDs': ['7'], 'IsUserRecommentaion': True, 'RecommenderID': ''}, {'MusicName': 'View hundred.', 'Visible': True, 'Votes': 18, 'VotersIDs': ['49', '73', '5', '62', '44'], 'IsUserRecommentaion': True, 'RecommenderID': '19'}], 'EnableUserRecommendation': True}"
72,66,QR72,"{'MusicPlaylist': [{'MusicName': 'Poor tell.', 'Visible': True, 'Votes': 12, 'VotersIDs': ['62', '55'], 'IsUserRecommentaion': True, 'RecommenderID': ''}, {'MusicName': 'Suggest.', 'Visible': False, 'Votes': 32, 'VotersIDs': ['90'], 'IsUserRecommentaion': False, 'RecommenderID': '69'}, {'MusicName': 'Watch.', 'Visible': True, 'Votes': 13, 'VotersIDs': ['25', '15', '22', '93', '19'], 'IsUserRecommentaion': False, 'RecommenderID': ''}, {'MusicName': 'Degree study.', 'Visible': True, 'Votes': 16, 'VotersIDs': ['28', '43'], 'IsUserRecommentaion': True, 'RecommenderID': ''}, {'MusicName': 'Sport.', 'Visible': False, 'Votes': 4, 'VotersIDs': ['91'], 'IsUserRecommentaion': True, 'RecommenderID': '44'}, {'MusicName': 'Collection.', 'Visible': True, 'Votes': 39, 'VotersIDs': ['61'], 'IsUserRecommentaion': True, 'RecommenderID': ''}], 'EnableUserRecommendation': False}"
73,71,QR73,"{'MusicPlaylist': [{'MusicName': 'Series writer.', 'Visible': True, 'Votes': 9, 'VotersIDs': ['42', '33', '60', '48'], 'IsUserRecommentaion': True, 'RecommenderID': ''}, {'MusicName': 'They beat.', 'Visible': True, 'Votes': 2, 'VotersIDs': ['65', '39', '89'], 'IsUserRecommentaion': True, 'RecommenderID': '98'}, {'MusicName': 'Design.', 'Visible': True, 'Votes': 42, 'VotersIDs': ['53', '42', '78'], 'IsUserRecommentaion': False, 'RecommenderID': ''}, {'MusicName': 'Least.', 'Visible': False, 'Votes': 40, 'VotersIDs': ['18'], 'IsUserRecommentaion': True, 'RecommenderID': '22'}, {'MusicName': 'Partner.', 'Visible': True, 'Votes': 46, 'VotersIDs': [], 'IsUserRecommentaion': False, 'RecommenderID': '60'}, {'MusicName': 'Where best.', 'Visible': True, 'Votes': 0, 'VotersIDs': ['42', '33', '23'], 'IsUserRecommentaion': False, 'RecommenderID': ''}], 'EnableUserRecommendation': True}"
74,29,QR74,"{'MusicPlaylist': [{'MusicName': 'Above after.', 'Visible': True, 'Votes': 19, 'VotersIDs': ['38'], 'IsUserRecommentaion': False, 'RecommenderID': ''}, {'MusicName': 'Though.', 'Visible': False, 'Votes': 22, 'VotersIDs': ['22', '99', '73', '7'], 'IsUserRecommentaion': True, 'RecommenderID': ''}, {'MusicName': 'Be soon.', 'Visible': True, 'Votes': 50, 'VotersIDs': [], 'IsUserRecommentaion': True, 'RecommenderID': '13'}, {'MusicName': 'Lose amount.', 'Visible': False, 'Votes': 27, 'VotersIDs': [], 'IsUserRecommentaion': True, 'RecommenderID': ''}, {'MusicName': 'He.', 'Visible': True, 'Votes': 30, 'VotersIDs': ['44', '31', '80', '84', '33'], 'IsUserRecommentaion': True, 'RecommenderID': ''}, {'MusicName': 'Blue.', 'Visible': True, 'Votes': 11, 'VotersIDs': ['40', '38', '86', '52'], 'IsUserRecommentaion': False, 'RecommenderID': ''}], 'EnableUserRecommendation': True}"
75,36,QR75,"{'MusicPlaylist': [{'MusicName': 'Mean.', 'Visible': False, 'Votes': 18, 'VotersIDs': [], 'IsUserRecommentaion': True, 'RecommenderID': '81'}, {'MusicName': 'Time own.', 'Visible': False, 'Votes': 26, 'VotersIDs': ['7', '18'], 'IsUserRecommentaion': True, 'RecommenderID': ''}, {'MusicName': 'Building test.', 'Visible': False, 'Votes': 4, 'VotersIDs': ['87', '3', '61', '59'], 'IsUserRecommentaion': False, 'RecommenderID': '61'}, {'MusicName': 'Option.', 'Visible': True, 'Votes': 4, 'VotersIDs': ['71', '16', '95', '91'], 'IsUserRecommentaion': True, 'RecommenderID': ''}], 'EnableUserRecommendation': False}"
76,3,QR76,"{'MusicPlaylist': [{'MusicName': 'Believe.', 'Visible': False, 'Votes': 38, 'VotersIDs': ['89', '3', '100', '15'], 'IsUserRecommentaion': True, 'RecommenderID': '18'}, {'MusicName': 'Law.', 'Visible': False, 'Votes': 9, 'VotersIDs': [], 'IsUserRecommentaion': True, 'RecommenderID': '60'}, {'MusicName': 'Expect.', 'Visible': False, 'Votes': 38, 'VotersIDs': ['73', '58', '46', '75', '95'], 'IsUserRecommentaion': False, 'RecommenderID': ''}, {'MusicName': 'Them go.', 'Visible': True, 'Votes': 17, 'VotersIDs': ['19', '41', '80'], 'IsUserRecommentaion': False, 'RecommenderID': ''}, {'MusicName': 'Bank.', 'Visible': True, 'Votes': 37, 'VotersIDs': ['60', '38'], 'IsUserRecommentaion': True, 'RecommenderID': ''}, {'MusicName': 'Prepare.', 'Visible': True, 'Votes': 28, 'VotersIDs': ['34', '19', '40', '41'], 'IsUserRecommentaion': True, 'RecommenderID': '4'}, {'MusicName': 'Behavior toward.', 'Visible': False, 'Votes': 46, 'VotersIDs': ['15', '74'], 'IsUserRecommentaion': False, 'RecommenderID': '47'}], 'EnableUserRecommendation': True}"
77,4,QR77,"{'MusicPlaylist': [{'MusicName': 'Place positive.', 'Visible': False, 'Votes': 48, 'VotersIDs': ['73', '6', '8', '34'], 'IsUserRecommentaion': False, 'RecommenderID': ''}, {'MusicName': 'Yard.', 'Visible': True, 'Votes': 12, 'VotersIDs': ['93', '16'], 'IsUserRecommentaion': True, 'RecommenderID': '83'}, {'MusicName': 'Black.', 'Visible': True, 'Votes': 50, 'VotersIDs': [], 'IsUserRecommentaion': False, 'RecommenderID': ''}, {'MusicName': 'Free memory.', 'Visible': True, 'Votes': 43, 'VotersIDs': ['15'], 'IsUserRecommentaion': True, 'RecommenderID': ''}, {'MusicName': 'Real.', 'Visible': False, 'Votes': 16, 'VotersIDs': ['78', '2'], 'IsUserRecommentaion': True, 'RecommenderID': ''}], 'EnableUserRecommendation': True}"
78,35,QR78,"{'MusicPlaylist': [{'MusicName': 'Couple good.', 'Visible': True, 'Votes': 44, 'VotersIDs': ['84', '55'], 'IsUserRecommentaion': False, 'RecommenderID': '93'}, {'MusicName': 'Claim.', 'Visible': True, 'Votes': 12, 'VotersIDs': ['34', '42', '27'], 'IsUserRecommentaion': True, 'RecommenderID': ''}, {'MusicName': 'Step various.', 'Visible': True, 'Votes': 31, 'VotersIDs': ['58', '74', '64', '7', '92'], 'IsUserRecommentaion': True, 'RecommenderID': '43'}, {'MusicName': 'Establish.', 'Visible': True, 'Votes': 30, 'VotersIDs': ['75'], 'IsUserRecommentaion': True, 'RecommenderID': ''}, {'MusicName': 'Fact challenge.', 'Visible': True, 'Votes': 34, 'VotersIDs': [], 'IsUserRecommentaion': True, 'RecommenderID': ''}, {'MusicName': 'Rate.', 'Visible': False, 'Votes': 14, 'VotersIDs': [], 'IsUserRecommentaion': True, 'RecommenderID': '6'}], 'EnableUserRecommendation': False}"
79,36,QR79,"{'MusicPlaylist': [{'MusicName': 'Environment.', 'Visible': True, 'Votes': 50, 'VotersIDs': ['50', '93', '70', '17', '85'], 'IsUserRecommentaion': True, 'RecommenderID': ''}, {'MusicName': 'Mr partner.', 'Visible': True, 'Votes': 24, 'VotersIDs': ['83', '94', '71', '24', '66'], 'IsUserRecommentaion': True, 'RecommenderID': '92'}, {'MusicName': 'Contain through.', 'Visible': False, 'Votes': 20, 'VotersIDs': ['58', '48'], 'IsUserRecommentaion': True, 'RecommenderID': ''}, {'MusicName': 'Modern role.', 'Visible': False, 'Votes': 6, 'VotersIDs': ['49', '13'], 'IsUserRecommentaion': True, 'RecommenderID': '98'}, {'MusicName': 'Return social.', 'Visible': False, 'Votes': 38, 'VotersIDs': ['76', '16', '78', '22'], 'IsUserRecommentaion': True, 'RecommenderID': '22'}], 'EnableUserRecommendation': False}"
80,99,QR80,"{'MusicPlaylist': [{'MusicName': 'Structure scientist.', 'Visible': True, 'Votes': 28, 'VotersIDs': ['82', '72'], 'IsUserRecommentaion': True, 'RecommenderID': '11'}, {'MusicName': 'Current.', 'Visible': False, 'Votes': 34, 'VotersIDs': [], 'IsUserRecommentaion': False, 'RecommenderID': ''}, {'MusicName': 'Prevent.', 'Visible': False, 'Votes': 18, 'VotersIDs': ['36', '84', '10', '64', '15'], 'IsUserRecommentaion': True, 'RecommenderID': ''}, {'MusicName': 'Successful view.', 'Visible': False, 'Votes': 17, 'VotersIDs': ['28', '50', '61'], 'IsUserRecommentaion': True, 'RecommenderID': '21'}, {'MusicName': 'View oil.', 'Visible': False, 'Votes': 11, 'VotersIDs': ['61', '43', '12'], 'IsUserRecommentaion': True, 'RecommenderID': ''}], 'EnableUserRecommendation': True}"
81,18,QR81,"{'MusicPlaylist': [{'MusicName': 'Media it.', 'Visible': False, 'Votes': 24, 'VotersIDs': ['28', '47', '54', '95'], 'IsUserRecommentaion': True, 'RecommenderID': '52'}, {'MusicName': 'Break tell.', 'Visible': False, 'Votes': 15, 'VotersIDs': ['58', '21', '13'], 'IsUserRecommentaion': False, 'RecommenderID': ''}, {'MusicName': 'Enter according.', 'Visible': False, 'Votes': 47, 'VotersIDs': [], 'IsUserRecommentaion': False, 'RecommenderID': ''}], 'EnableUserRecommendation': False}"
82,73,QR82,"{'MusicPlaylist': [{'MusicName': 'Back.', 'Visible': False, 'Votes': 34, 'VotersIDs': ['67', '33'], 'IsUserRecommentaion': False, 'RecommenderID': '74'}, {'MusicName': 'Protect this.', 'Visible': True, 'Votes': 35, 'VotersIDs': ['24', '45', '73', '53', '24'], 'IsUserRecommentaion': True, 'RecommenderID': '97'}, {'MusicName': 'Admit college.', 'Visible': False, 'Votes': 0, 'VotersIDs': ['52', '95', '15', '35', '10'], 'IsUserRecommentaion': False, 'RecommenderID': '66'}], 'EnableUserRecommendation': True}"
83,2,QR83,"{'MusicPlaylist': [{'MusicName': 'Return laugh.', 'Visible': False, 'Votes': 11, 'VotersIDs': [], 'IsUserRecommentaion': True, 'RecommenderID': '95'}, {'MusicName': 'May apply.', 'Visible': False, 'Votes': 16, 'VotersIDs': ['10', '15', '2'], 'IsUserRecommentaion': False, 'RecommenderID': '39'}, {'MusicName': 'When brother.', 'Visible': True, 'Votes': 9, 'VotersIDs': ['43', '68', '27', '32', '55'], 'IsUserRecommentaion': True, 'RecommenderID': ''}, {'MusicName': 'He end.', 'Visible': True, 'Votes': 23, 'VotersIDs': ['10', '26'], 'IsUserRecommentaion': True, 'RecommenderID': ''}, {'MusicName': 'Apply certainly.', 'Visible': False, 'Votes': 18, 'VotersIDs': ['83', '19', '20', '47', '90'], 'IsUserRecommentaion': False, 'RecommenderID': '49'}], 'EnableUserRecommendation': True}"
84,89,QR84,"{'MusicPlaylist': [{'MusicName': 'Order.', 'Visible': False, 'Votes': 20, 'VotersIDs': ['75', '75', '26', '81'], 'IsUserRecommentaion': False, 'RecommenderID': '1'}, {'MusicName': 'Deal reduce.', 'Visible': False, 'Votes': 31, 'VotersIDs': ['32', '33', '22'], 'IsUserRecommentaion': True, 'RecommenderID': ''}, {'MusicName': 'West war.', 'Visible': True, 'Votes': 2, 'VotersIDs': ['27', '51', '92', '60', '1'], 'IsUserRecommentaion': False, 'RecommenderID': '79'}, {'MusicName': 'Necessary tonight.', 'Visible': True, 'Votes': 20, 'VotersIDs': ['44', '50', '73', '2', '1'], 'IsUserRecommentaion': False, 'RecommenderID': ''}], 'EnableUserRecommendation': False}"
85,47,QR85,"{'MusicPlaylist': [{'MusicName': 'World still.', 'Visible': True, 'Votes': 2, 'VotersIDs': [], 'IsUserRecommentaion': False, 'RecommenderID': '5'}, {'MusicName': 'Good.', 'Visible': False, 'Votes': 45, 'VotersIDs': [], 'IsUserRecommentaion': True, 'RecommenderID': '53'}, {'MusicName': 'Get run.', 'Visible': False, 'Votes': 23, 'VotersIDs': ['58', '98', '95'], 'IsUserRecommentaion': True, 'RecommenderID': '34'}, {'MusicName': 'Call enough.', 'Visible': True, 'Votes': 40, 'VotersIDs': ['59', '31', '94', '12'], 'IsUserRecommentaion': False, 'RecommenderID': ''}, {'MusicName': 'Senior start.', 'Visible': True, 'Votes': 40, 'VotersIDs': ['38', '74'], 'IsUserRecommentaion': True, 'RecommenderID': '31'}], 'EnableUserRecommendation': True}"
86,75,QR86,"{'MusicPlaylist': [{'MusicName': 'Second tree.', 'Visible': False, 'Votes': 20, 'VotersIDs': ['60', '62', '18', '32'], 'IsUserRecommentaion': True, 'RecommenderID': '14'}, {'MusicName': 'Throughout.', 'Visible': True, 'Votes': 34, 'VotersIDs': ['86', '38', '45', '60'], 'IsUserRecommentaion': True, 'RecommenderID': ''}, {'MusicName': 'Health manage.', 'Visible': False, 'Votes': 24, 'VotersIDs': [], 'IsUserRecommentaion': False, 'RecommenderID': '50'}, {'MusicName': 'Send.', 'Visible': True, 'Votes': 17, 'VotersIDs': ['13'], 'IsUserRecommentaion': False, 'RecommenderID': ''}, {'MusicName': 'Point.', 'Visible': False, 'Votes': 29, 'VotersIDs': ['100', '20', '26', '15', '41'], 'IsUserRecommentaion': False, 'RecommenderID': '63'}, {'MusicName': 'Resource race.', 'Visible': True, 'Votes': 28, 'VotersIDs': ['6', '96', '66'], 'IsUserRecommentaion': False, 'RecommenderID': '19'}, {'MusicName': 'Buy.', 'Visible': True, 'Votes': 20, 'VotersIDs': [], 'IsUserRecommentaion': False, 'RecommenderID': ''}], 'EnableUserRecommendation': True}"
87,32,QR87,"{'MusicPlaylist': [{'MusicName': 'Staff reason.', 'Visible': True, 'Votes': 43, 'VotersIDs': ['30'], 'IsUserRecommentaion': False, 'RecommenderID': ''}, {'MusicName': 'While on.', 'Visible': True, 'Votes': 33, 'VotersIDs': ['28', '15', '86', '92'], 'IsUserRecommentaion': True, 'RecommenderID': ''}, {'MusicName': 'Create.', 'Visible': True, 'Votes': 30, 'VotersIDs': ['9', '73', '29'], 'IsUserRecommentaion': True, 'RecommenderID': ''}, {'MusicName': 'Condition.', 'Visible': True, 'Votes': 39, 'VotersIDs': ['16', '82', '36'], 'IsUserRecommentaion': True, 'RecommenderID': '12'}, {'MusicName': 'Sense situation.', 'Visible': False, 'Votes': 31, 'VotersIDs': ['81', '10'], 'IsUserRecommentaion': True, 'RecommenderID': '32'}, {'MusicName': 'His.', 'Visible': False, 'Votes': 6, 'VotersIDs': ['58', '64'], 'IsUserRecommentaion': True, 'RecommenderID': '91'}], 'EnableUserRecommendation': True}"
88,79,QR88,"{'MusicPlaylist': [{'MusicName': 'Speech above.', 'Visible': True, 'Votes': 49, 'VotersIDs': ['46'], 'IsUserRecommentaion': True, 'RecommenderID': '17'}, {'MusicName': 'Sport star.', 'Visible': True, 'Votes': 31, 'VotersIDs': ['47'], 'IsUserRecommentaion': True, 'RecommenderID': ''}, {'MusicName': 'Course down.', 'Visible': True, 'Votes': 25, 'VotersIDs': ['12', '70'], 'IsUserRecommentaion': True, 'RecommenderID': '38'}, {'MusicName': 'Wear.', 'Visible': False, 'Votes': 45, 'VotersIDs': ['86'], 'IsUserRecommentaion': True, 'RecommenderID': '31'}, {'MusicName': 'Budget argue.', 'Visible': False, 'Votes': 15, 'VotersIDs': ['13', '47', '66'], 'IsUserRecommentaion': True, 'RecommenderID': '13'}, {'MusicName': 'Real physical.', 'Visible': True, 'Votes': 4, 'VotersIDs': ['35', '71'], 'IsUserRecommentaion': False, 'RecommenderID': ''}], 'EnableUserRecommendation': True}"
89,51,QR89,"{'MusicPlaylist': [{'MusicName': 'Decision actually.', 'Visible': True, 'Votes': 40, 'VotersIDs': ['41'], 'IsUserRecommentaion': True, 'RecommenderID': '39'}, {'MusicName': 'System eat.', 'Visible': True, 'Votes': 39, 'VotersIDs': ['21', '49', '17'], 'IsUserRecommentaion': False, 'RecommenderID': ''}, {'MusicName': 'Civil.', 'Visible': True, 'Votes': 38, 'VotersIDs': ['46', '92'], 'IsUserRecommentaion': False, 'RecommenderID': ''}, {'MusicName': 'Strategy focus.', 'Visible': False, 'Votes': 32, 'VotersIDs': ['44'], 'IsUserRecommentaion': True, 'RecommenderID': ''}], 'EnableUserRecommendation': False}"
90,58,QR90,"{'MusicPlaylist': [{'MusicName': 'Will.', 'Visible': False, 'Votes': 9, 'VotersIDs': ['70', '35', '25', '57', '44'], 'IsUserRecommentaion': True, 'RecommenderID': ''}, {'MusicName': 'Program.', 'Visible': False, 'Votes': 46, 'VotersIDs': ['52'], 'IsUserRecommentaion': True, 'RecommenderID': '49'}, {'MusicName': 'Sport.', 'Visible': False, 'Votes': 49, 'VotersIDs': ['52', '1', '46', '95'], 'IsUserRecommentaion': True, 'RecommenderID': '38'}, {'MusicName': 'Job.', 'Visible': True, 'Votes': 28, 'VotersIDs': ['75'], 'IsUserRecommentaion': True, 'RecommenderID': ''}], 'EnableUserRecommendation': False}"
91,17,QR91,"{'MusicPlaylist': [{'MusicName': 'Natural.', 'Visible': False, 'Votes': 0, 'VotersIDs': [], 'IsUserRecommentaion': True, 'RecommenderID': ''}, {'MusicName': 'To.', 'Visible': False, 'Votes': 37, 'VotersIDs': ['47', '95', '93', '84'], 'IsUserRecommentaion': True, 'RecommenderID': '30'}, {'MusicName': 'Condition stock.', 'Visible': True, 'Votes': 29, 'VotersIDs': [], 'IsUserRecommentaion': False, 'RecommenderID': '44'}, {'MusicName': 'Build.', 'Visible': False, 'Votes': 46, 'VotersIDs': ['79', '44', '17', '81'], 'IsUserRecommentaion': True, 'RecommenderID': '40'}, {'MusicName': 'Year whole.', 'Visible': True, 'Votes': 28, 'VotersIDs': ['44', '30', '74', '13', '76'], 'IsUserRecommentaion': False, 'RecommenderID': ''}, {'MusicName': 'Everyone.', 'Visible': False, 'Votes': 25, 'VotersIDs': ['79', '59', '43'], 'IsUserRecommentaion': True, 'RecommenderID': '83'}, {'MusicName': 'Action.', 'Visible': False, 'Votes': 47, 'VotersIDs': ['26', '32', '87', '99', '77'], 'IsUserRecommentaion': True, 'RecommenderID': ''}], 'EnableUserRecommendation': True}"
92,79,QR92,"{'MusicPlaylist': [{'MusicName': 'Mouth.', 'Visible': False, 'Votes': 12, 'VotersIDs': ['97', '60'], 'IsUserRecommentaion': True, 'RecommenderID': ''}, {'MusicName': 'Through.', 'Visible': True, 'Votes': 12, 'VotersIDs': ['32', '73', '16', '38', '55'], 'IsUserRecommentaion': False, 'RecommenderID': ''}, {'MusicName': 'Player federal.', 'Visible': True, 'Votes': 28, 'VotersIDs': ['62', '95', '46'], 'IsUserRecommentaion': True, 'RecommenderID': '45'}, {'MusicName': 'Concern.', 'Visible': False, 'Votes': 9, 'VotersIDs': ['16', '61', '79'], 'IsUserRecommentaion': False, 'RecommenderID': '81'}, {'MusicName': 'Own.', 'Visible': False, 'Votes': 32, 'VotersIDs': ['47', '57', '25', '43', '41'], 'IsUserRecommentaion': False, 'RecommenderID': '74'}, {'MusicName': 'True decade.', 'Visible': False, 'Votes': 14, 'VotersIDs': ['100', '91', '39', '52'], 'IsUserRecommentaion': False, 'RecommenderID': '2'}], 'EnableUserRecommendation': False}"
93,44,QR93,"{'MusicPlaylist': [{'MusicName': 'Loss red.', 'Visible': False, 'Votes': 45, 'VotersIDs': ['33', '6', '70'], 'IsUserRecommentaion': False, 'RecommenderID': ''}, {'MusicName': 'Tend tax.', 'Visible': False, 'Votes': 32, 'VotersIDs': ['99', '68', '7'], 'IsUserRecommentaion': True, 'RecommenderID': '64'}, {'MusicName': 'Pm our.', 'Visible': True, 'Votes': 46, 'VotersIDs': ['41', '22', '33', '95', '2'], 'IsUserRecommentaion': False, 'RecommenderID': ''}, {'MusicName': 'Speech compare.', 'Visible': False, 'Votes': 40, 'VotersIDs': ['40', '6', '2', '23'], 'IsUserRecommentaion': False, 'RecommenderID': '4'}, {'MusicName': 'Step just.', 'Visible': False, 'Votes': 48, 'VotersIDs': ['50', '53', '48', '43', '17'], 'IsUserRecommentaion': True, 'RecommenderID': ''}, {'MusicName': 'Level law.', 'Visible': False, 'Votes': 50, 'VotersIDs': ['91'], 'IsUserRecommentaion': False, 'RecommenderID': ''}], 'EnableUserRecommendation': False}"
